iter	MultiClass
373	0.1760703627
374	0.1757478113
375	0.1756147878
376	0.1754099036
377	0.175294199
378	0.1751122167
379	0.1749931885
380	0.1748724089
381	0.1747291818
382	0.1744810496
383	0.1743663235
384	0.1742628433
385	0.1741610375
386	0.1740151743
387	0.1738806225
388	0.1736728874
389	0.1735372307
390	0.1732790445
391	0.1731402417
392	0.1730472778
393	0.1729004881
394	0.1728105713
395	0.172719887
396	0.1726348537
397	0.1725291313
398	0.1724164098
399	0.1723072548
400	0.172154209
401	0.1720226656
402	0.1719283681
403	0.1718295866
404	0.1717046417
405	0.1715672481
406	0.1715015713
407	0.1713181901
408	0.1711901436
409	0.170972218
410	0.1708537281
411	0.1707302565
412	0.1706114987
413	0.1704727456
414	0.1702794384
415	0.1701778203
416	0.1700290762
417	0.1698452279
418	0.1697203817
419	0.169476902
420	0.1693480169
421	0.1692239517
422	0.1690998428
423	0.1690134078
424	0.1689404047
425	0.1688413161
426	0.1687546951
427	0.1686798937
428	0.1685978862
429	0.1684484356
430	0.1683500611
431	0.1681725004
432	0.1680529697
433	0.1679254645
434	0.1678236806
435	0.1676411502
436	0.1675617621
437	0.1674645901
438	0.167370387
439	0.1671883724
440	0.1670787258
441	0.1669880513
442	0.1668430969
443	0.16662915
444	0.166511212
445	0.1663846001
446	0.1663215128
447	0.1662052334
448	0.1660966149
449	0.1659899845
450	0.1659049728
451	0.1657341449
452	0.1656755113
453	0.1656071022
454	0.1654471846
455	0.1653534287
456	0.1652298308
457	0.165127228
458	0.1650211281
459	0.1649269989
460	0.164844106
461	0.1647432779
462	0.1646264366
463	0.1645312799
464	0.1644385095
465	0.1643690861
466	0.1642460638
467	0.1641471034
468	0.1640882364
469	0.1640420474
470	0.1639675661
471	0.1639131069
472	0.1637921255
473	0.1636621836
474	0.1635795804
475	0.1634982201
476	0.1634018795
477	0.1633194983
478	0.1632235511
479	0.163135655
480	0.163031669
481	0.1629288361
482	0.162811416
483	0.1626765493
484	0.1626054412
485	0.1624037231
486	0.1623057702
487	0.162198024
488	0.1621547256
489	0.1620457457
490	0.1619986392
491	0.1619179255
492	0.16185043
493	0.1618117572
494	0.1617191281
495	0.1616573646
496	0.1615427686
497	0.1614545009
498	0.161276233
499	0.1611122904
500	0.1610747963
501	0.1609575383
502	0.1608392696
503	0.1607732837
504	0.1606817724
505	0.1606247658
506	0.1605630903
507	0.1603607933
508	0.1602985722
509	0.1602421794
510	0.1601471795
511	0.160084792
512	0.1600076869
513	0.1599120509
514	0.159845725
515	0.1597326223
516	0.1596683786
517	0.1595173339
518	0.1594309812
519	0.1593188359
520	0.1592152466
521	0.159142504
522	0.1590733588
523	0.1589803846
524	0.158875743
525	0.1588238933
526	0.158730415
527	0.1586455053
528	0.1585560834
529	0.1584878951
530	0.1583394116
531	0.1582572643
532	0.1581828042
533	0.1580494588
534	0.1579827692
535	0.1578854427
536	0.1578230081
537	0.1577554771
538	0.1577079465
539	0.157652396
540	0.1576072536
541	0.1575304658
542	0.1574720476
543	0.1573569296
544	0.1572919441
545	0.1571356631
546	0.157077968
547	0.1570173275
548	0.1569810977
549	0.1568898701
550	0.1567759398
551	0.156712633
552	0.1566263665
553	0.156539828
554	0.1564479029
555	0.1563896245
556	0.1563140096
557	0.1561883023
558	0.1561155154
559	0.1560573771
560	0.1560038259
561	0.1558770217
562	0.1558053241
563	0.1557294737
564	0.1556209
565	0.1555546332
566	0.1554454763
567	0.1553676496
568	0.1553073984
569	0.1552420853
570	0.1551916001
571	0.1551133446
572	0.1550181033
573	0.1549728365
574	0.1548978183
575	0.1548344918
576	0.1547493638
577	0.1547051052
578	0.1546138097
579	0.1545689532
580	0.1544497556
581	0.1543880566
582	0.1543211262
583	0.1542453827
584	0.1541956786
585	0.1541265675
586	0.1540457152
587	0.1539850231
588	0.1539163548
589	0.1538574938
590	0.1538052143
591	0.1537353848
592	0.1537052384
593	0.1536408024
594	0.1535832394
595	0.1535332653
596	0.1534837066
597	0.1534191987
598	0.1533809283
599	0.1533400207
600	0.1533010798
601	0.1532335867
602	0.15316201
603	0.153099997
604	0.1530388258
605	0.1529900119
606	0.1529529106
607	0.1528901646
608	0.1528534808
609	0.1528068717
610	0.1527602735
611	0.152718258
612	0.1526617017
613	0.1525973406
614	0.1525460762
615	0.1524928985
616	0.1523928389
617	0.1523466251
618	0.1523105671
619	0.1522483885
620	0.1521848016
621	0.1521615629
622	0.1521021964
623	0.1520431898
624	0.1519655005
625	0.1518908905
626	0.1518448059
627	0.1517913084
628	0.1517527161
629	0.1517063898
630	0.1516653064
631	0.1516149862
632	0.1515388286
633	0.1514785221
634	0.1514302226
635	0.1513882804
636	0.1513176755
637	0.1512754014
638	0.151224262
639	0.1511661247
640	0.1511190895
641	0.1510596938
642	0.1509942181
643	0.1509479136
644	0.1509089039
645	0.1507938402
646	0.1507461888
647	0.1507018677
648	0.1506581191
649	0.1506216432
650	0.1505841876
651	0.1505398121
652	0.1504816814
653	0.1504464973
654	0.1504077928
655	0.1503567616
656	0.1503165668
657	0.1502856201
658	0.1502581404
659	0.1502177547
660	0.1501723655
661	0.1501423824
662	0.1500878085
663	0.1500516384
664	0.1499813292
665	0.1499469519
666	0.1499139764
667	0.1498788973
668	0.1497966373
669	0.1497463866
670	0.1497046368
671	0.1496645526
672	0.1496279773
673	0.1495680127
674	0.1495269316
675	0.1494685131
676	0.149416003
677	0.1493025954
678	0.1492639483
679	0.1491725326
680	0.1491379537
681	0.1490413559
682	0.1489732338
683	0.1489176314
684	0.1488777623
685	0.1488114935
686	0.148782004
687	0.1487422147
688	0.1487042722
689	0.1486705298
690	0.1486309949
691	0.1485833002
692	0.1485543692
693	0.1485040642
694	0.1484722643
695	0.1484257004
696	0.14838362
697	0.1483392885
698	0.1482439563
699	0.1482039196
700	0.1481558973
701	0.1481274122
702	0.1480873117
703	0.1480341865
704	0.1479486963
705	0.1478990907
706	0.1478598909
707	0.147820087
708	0.147778843
709	0.1477306858
710	0.1476941089
711	0.1476452895
712	0.1475999572
713	0.1475621402
714	0.1475311523
715	0.1474913964
716	0.1474569405
717	0.1474258931
718	0.1473981346
719	0.1473547539
720	0.1473138307
721	0.1472281686
722	0.147198076
723	0.1471650089
724	0.1471135565
725	0.1470628185
726	0.1470210339
727	0.1469699122
728	0.1469198133
729	0.1468786128
730	0.1468435945
731	0.1468275154
732	0.1467921811
733	0.1466944432
734	0.1466097532
735	0.1465749354
736	0.1465360159
737	0.1465130728
738	0.1464840161
739	0.1464477681
740	0.1464085953
741	0.1463474355
742	0.1463165657
743	0.1462912762
744	0.1462570847
745	0.1462318297
746	0.1462057338
747	0.1461518891
748	0.1461016929
749	0.1460757481
750	0.146051088
751	0.1460175191
752	0.1459716633
753	0.1459312904
754	0.1459019221
755	0.1458802965
756	0.1457963254
757	0.1457585926
758	0.1457238378
759	0.1457053528
760	0.1456558393
761	0.1456061169
762	0.1455752813
763	0.1455588647
764	0.1454707318
765	0.1453832546
766	0.1453426327
767	0.1453147747
768	0.1452829043
769	0.1452317456
770	0.1451929725
771	0.1451536245
772	0.1451110379
773	0.1450850811
774	0.1450577104
775	0.1450399355
776	0.145018181
777	0.1449774976
778	0.1449426956
779	0.1449138846
780	0.1448897737
781	0.1448505474
782	0.1448164705
783	0.1447777239
784	0.1447307851
785	0.1447035535
786	0.144663446
787	0.1446372866
788	0.1446016652
789	0.1445719404
790	0.1445328616
791	0.1445014227
792	0.1444435898
793	0.1444203406
794	0.1443909142
795	0.1443671529
796	0.1443431652
797	0.1442721833
798	0.1442030772
799	0.1441681034
800	0.144142999
801	0.1441002536
802	0.1440655391
803	0.1440362816
804	0.1440105617
805	0.1439328118
806	0.1439036452
807	0.143876653
808	0.1438445147
809	0.1438183638
810	0.1437773911
811	0.1437537423
812	0.1437329617
813	0.1437130637
814	0.1436896605
815	0.1436775473
816	0.1436532931
817	0.1436282622
818	0.1435935813
819	0.1435651702
820	0.1435445893
821	0.1435007728
822	0.1434758422
823	0.1434463396
824	0.1434248365
825	0.1433947406
826	0.1433591147
827	0.1433392769
828	0.1433242727
829	0.1432974952
830	0.1432813334
831	0.1432628712
832	0.1432393342
833	0.1432169515
834	0.1431879812
835	0.1431670631
836	0.1431456115
837	0.1431251662
838	0.1431023785
839	0.1430339128
840	0.1430031089
841	0.1429732767
842	0.1429611062
843	0.1429453968
844	0.1429158665
845	0.1429029298
846	0.1428802294
847	0.1428602239
848	0.1428280392
849	0.1428034214
850	0.1427757051
851	0.1427604985
852	0.1427335798
853	0.1426972243
854	0.142666773
855	0.1426422895
856	0.1426223208
857	0.1425859998
858	0.1425685937
859	0.1425344488
860	0.1425195146
861	0.1424875049
862	0.1424428287
863	0.1423964308
864	0.1423530501
865	0.142316634
866	0.1422935373
867	0.1422793305
868	0.1422141936
869	0.1421901293
870	0.1421679442
871	0.1421318808
872	0.142113761
873	0.142095806
874	0.1420606584
875	0.1420410466
876	0.1420052936
877	0.1419849828
878	0.1419721344
879	0.1419457148
880	0.1419265777
881	0.141915179
882	0.141888136
883	0.1418553601
884	0.1417907992
885	0.1417613959
886	0.1417395022
887	0.1417096712
888	0.1416829105
889	0.1416564825
890	0.1416400692
891	0.1416281427
892	0.141593043
893	0.1415723405
894	0.1415491347
895	0.1415177445
896	0.1414931381
897	0.1414710022
898	0.141448671
899	0.1414223346
900	0.141394828
901	0.1413725222
902	0.1413544989
903	0.141321212
904	0.1412967712
905	0.1412754729
906	0.141261907
907	0.1412392866
908	0.1412116958
909	0.1411883537
910	0.1411702653
911	0.1411546392
912	0.1411300021
913	0.141109035
914	0.1410959155
915	0.1410740867
916	0.141059876
917	0.1410415724
918	0.141031057
919	0.1410166227
920	0.1409953851
921	0.1409330681
922	0.1409194582
923	0.14090284
924	0.14087971
925	0.1408178298
926	0.1407989454
927	0.1407748599
928	0.140756856
929	0.140693375
930	0.1406704622
931	0.1406470858
932	0.1406194999
933	0.1405975854
934	0.1405781942
935	0.1405637568
936	0.1405440137
937	0.1405327681
938	0.1405036218
939	0.1404860242
940	0.140460679
941	0.1404408424
942	0.1404101542
943	0.1403492193
944	0.1403300996
945	0.1402654467
946	0.1402427482
947	0.1402171567
948	0.1402040558
949	0.1401924431
950	0.1401761659
951	0.1401600146
952	0.1401294715
953	0.1401189173
954	0.1400886855
955	0.1400720843
956	0.1400504407
957	0.1400318925
958	0.1399974409
959	0.1399831347
960	0.1399662712
961	0.1399426718
962	0.1399098751
963	0.1398942481
964	0.1398512698
965	0.1398330867
966	0.1398087439
967	0.1397784745
968	0.1397511679
969	0.1397110133
970	0.1396985779
971	0.1396833884
972	0.1396681136
973	0.139649163
974	0.139631855
975	0.1396070033
976	0.1395830279
977	0.1395616188
978	0.1395453995
979	0.1395238615
980	0.1395010913
981	0.1394785564
982	0.1394608492
983	0.1394428928
984	0.139433961
985	0.1394194861
986	0.139393526
987	0.1393699005
988	0.1393128656
989	0.1392934922
990	0.1392602146
991	0.139230975
992	0.1392105696
993	0.1391922361
994	0.1391745818
995	0.1391554921
996	0.1391435747
997	0.1391250323
998	0.1391014579
999	0.1390858652
72898241
08
999	0.1505452365
